epoch,loss,mse,val_loss,val_mse
0,117.20647430419922,117.20647430419922,63487.99609375,63487.99609375
1,26.26358413696289,26.26358413696289,3534.06396484375,3534.06396484375
2,16.85662269592285,16.85662269592285,88.73419952392578,88.73419952392578
3,13.43350601196289,13.43350601196289,15.990416526794434,15.990416526794434
4,14.116963386535645,14.116963386535645,9.424474716186523,9.424474716186523
5,10.255364418029785,10.255364418029785,1.8648329973220825,1.8648329973220825
6,7.804983615875244,7.804983615875244,2.739020824432373,2.739020824432373
7,6.675817489624023,6.675817489624023,2.2667174339294434,2.2667174339294434
8,5.724042892456055,5.724042892456055,2.196335554122925,2.196335554122925
9,5.816437721252441,5.816437721252441,4.17164421081543,4.17164421081543
10,5.6827192306518555,5.6827192306518555,3.106464147567749,3.106464147567749
11,4.786128520965576,4.786128520965576,1.313065528869629,1.313065528869629
12,3.9965999126434326,3.9965999126434326,1.7643358707427979,1.7643358707427979
13,3.3088576793670654,3.3088576793670654,3.4760921001434326,3.4760921001434326
14,3.683915376663208,3.683915376663208,0.5093194246292114,0.5093194246292114
15,2.9678196907043457,2.9678196907043457,0.5824520587921143,0.5824520587921143
16,2.4657719135284424,2.4657719135284424,0.7488149404525757,0.7488149404525757
17,2.673563241958618,2.673563241958618,1.3085565567016602,1.3085565567016602
18,2.568018913269043,2.568018913269043,3.708143711090088,3.708143711090088
19,2.8961880207061768,2.8961880207061768,3.3190488815307617,3.3190488815307617
